7 days / 1 weeks|$1,844|(#83 rank, 10 theaters, $184 average)|64.7%|10 theaters|March 9, 2017|2/26/17|Spain|12/2/16|$571,546|28.7%|$1,992,197|
November 10, 2011|35 days / 5 weeks|$135,739|100.0%|n/a|0.0%|$135,739||$55,850|(#41 rank, 33 theaters, $1,692 average)|33 theaters|41.1%|52.2%|$201,099|10/23/11|Hong Kong|Newport|9/29/11|$104,930|
39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|-|$2,699,267|Final|Russia - CIS|-|7/24/03|-|
$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|-|$32,998|10/10/03|Serbia & Montenegro|-|N/A|-|
133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|-|$571,622|Final|Singapore|-|7/17/03|-|
$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||-|$185,839|Final|Slovenia|-|6/26/03|-|
53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|39.2%|$977,745|Final|South Africa|-|8/15/03|$383,314|
3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|-|$1,205,847|Final|South Korea|-|9/5/03|-|
46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|44.2%|$6,829,459|Final|Spain|-|6/20/03|$3,021,916|
October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|-|$1,722,982|Final|Sweden|-|6/22/03|-|
|$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661|-|$1,764,205|Final|Switzerland|-|6/18/03|-|
$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|16.2%|$1,363,067|Final|Taiwan|-|6/13/03|$220,461|
(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|-|$709,338|Final|Thailand|-|8/8/03|-|
$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|27.1%|$636,399|Final|Turkey|UIP|7/18/03|$172,307|
39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|-|$523,506|Final|Ukraine|-|7/25/03|-|
$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|36.5%|$12,527,013|Final|United Kingdom|-|6/20/03|$4,568,371|
133 days / 19 weeks|$127,154,901|53.8%|$109,195,760|46.2%|$236,350,661||$50,472,480|(#1 rank, 3,408 theaters, $14,810 average)|3,418 theaters|39.7%|October 23, 2003|-|$671,149|Final|Venezuela|-|7/30/03|-|
October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|50.8%|$345,523|11/3/13|Argentina|Alfa|9/19/13|$175,666|
|$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411|3.9%|$4,657,199|11/10/13|Australia|Sony|10/3/13|$180,636|
$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|29.4%|$559,681|11/17/13|Austria|Sony|9/27/13|$164,615|
(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|24.8%|$890,618|12/1/13|Belgium|Sony|10/2/13|$221,208|
$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|100%|$4,001|4/6/14|Bolivia|-|4/3/14|$4,001|
35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|43.1%|$954,417|12/8/13|Brazil|-|9/13/13|$411,404|
$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|18%|$167,127|11/10/13|Bulgaria|Sony|9/13/13|$30,029|
84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|51.6%|$38,121|1/26/14|Chile|-|1/9/14|$19,683|
$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||26%|$112,947|10/27/13|Croatia|Sony|9/12/13|$29,392|
57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|60.6%|$48,110|10/20/13|Czech Republic|Falcon|10/10/13|$29,159|
3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|27.7%|$605,102|11/17/13|Denmark|-|10/10/13|$167,739|
42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|28.7%|$77,889|12/15/13|East Africa|Sony|8/16/13|$22,348|
October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|31.4%|$52,363|7/27/14|Ecuador|Importa|7/4/14|$16,433|
|$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411|20.4%|$83,629|11/24/13|Egypt|-|10/9/13|$17,059|
$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|24.9%|$297,870|10/27/13|Finland|Dis./Sony|9/27/13|$74,300|
(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|39.2%|$2,935,795|10/27/13|France|-|9/25/13|$1,151,946|
$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|25.4%|$5,869,674|11/17/13|Germany|Sony|9/26/13|$1,490,523|
35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|17.6%|$20,978|9/29/13|Ghana|Sony|8/30/13|$3,696|
$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|48.2%|$225,343|10/13/13|Greece|-|10/3/13|$108,713|
84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|66.2%|$271,725|10/6/13|Hong Kong|Sony|9/12/13|$179,927|
$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||36.6%|$289,577|10/6/13|Hungary|InterCom|9/12/13|$105,932|
57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|25.3%|$273,924|10/13/13|Iceland|Sony|8/14/13|$69,224|
3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|58.2%|$169,004|10/13/13|India|-|9/20/13|$98,426|
42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|27%|$606,972|10/27/13|Israel|Sony|8/22/13|$163,745|
October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|47.7%|$2,812,595|11/17/13|Italy|-|10/24/13|$1,342,924|
|$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411|24.5%|$1,827,612|12/8/13|Japan|Sony|11/1/13|$447,658|
$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|26.8%|$289,087|9/29/13|Lebanon|Italian|8/29/13|$77,606|
(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|42.5%|$958,506|10/27/13|Malaysia|Sony|9/19/13|$407,301|
$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|24.9%|$1,418,768|11/3/13|Mexico|-|9/13/13|$353,007|
35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|22.3%|$2,246,994|11/10/13|Netherlands|UPI|9/26/13|$501,591|
$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|42.8%|$439,797|11/17/13|New Zealand|Sony|10/10/13|$188,019|
84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|16.6%|$270,161|10/27/13|Nigeria|Sony|8/30/13|$44,816|
$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||43.2%|$663,450|12/8/13|Norway|Sony|10/25/13|$286,845|
57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|36.9%|$277,461|12/15/13|Peru|-|10/10/13|$102,410|
3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|72.7%|$211,615|10/6/13|Philippines|Sony|9/25/13|$153,772|
42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|34.8%|$368,369|11/3/13|Poland|Sony|9/27/13|$128,368|
October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|41.7%|$363,382|11/24/13|Portugal|Sony|9/26/13|$151,435|
|$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411|48.2%|$4,068,079|10/6/13|Russia - CIS|Dis./Sony|9/5/13|$1,961,512|
$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|29%|$40,326|10/20/13|Serbia & Montenegro|-|9/12/13|$11,713|
(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|47.3%|$574,616|10/20/13|Singapore|Sony|9/19/13|$271,985|
$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|46.9%|$56,485|11/3/13|Slovakia|-|10/10/13|$26,517|
35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|29.1%|$51,096|10/20/13|Slovenia|Sony|9/12/13|$14,864|
$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|23.5%|$522,516|11/3/13|South Africa|SterKine|9/13/13|$122,803|
84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|29%|$46,404|11/24/13|South Korea|-|11/6/13|$13,466|
$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||37.4%|$3,110,400|12/1/13|Spain|Sony|9/27/13|$1,163,749|
57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|29.8%|$641,799|11/17/13|Sweden|Sony|10/11/13|$191,533|
3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|51.1%|$429,717|8/18/13|Thailand|M|8/1/13|$219,736|
42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|24.2%|$257,763|9/15/13|Turkey|Chantier|8/2/13|$62,466|
October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|50.2%|$561,322|9/29/13|Ukraine|B and H|9/5/13|$281,792|
|$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411|46.8%|$1,674,147|10/27/13|United Arab Emirates|Italian|8/29/13|$783,233|
$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|32.2%|$6,903,295|9/29/13|United Kingdom|-|8/16/13|$2,225,160|
(#1 rank, 3,025 theaters, $8,945 average)|3,028 theaters|35.8%|October 24, 2013|84 days / 12 weeks|$75,612,460|57.3%|$56,327,951|42.7%|$131,940,411||$27,059,130|53.8%|$22,541|11/10/13|Uruguay|-|10/24/13|$12,128|
May 29, 2014|42 days / 6 weeks|$2,238,174|100.0%|n/a|0.0%|$2,238,174||$1,073,898|(#13 rank, 135 theaters, $7,955 average)|137 theaters|48.0%|50.2%|$330,321|4/27/14|Australia|Mindblow|4/17/14|$165,801|
|$1,073,898|(#13 rank, 135 theaters, $7,955 average)|137 theaters|48.0%|May 29, 2014|42 days / 6 weeks|$2,238,174|100.0%|n/a|0.0%|$2,238,174|53.8%|$109,497|5/11/14|New Zealand|Forum|4/17/14|$58,942|
$2,238,174|100.0%|n/a|0.0%|$2,238,174||$1,073,898|(#13 rank, 135 theaters, $7,955 average)|137 theaters|48.0%|May 29, 2014|42 days / 6 weeks|-|$880,895|5/25/14|United Kingdom|-|4/18/14|-|
November 16, 2006|21 days / 3 weeks|$6,635|1.5%|$422,000|98.5%|$428,635||$2,177|(#102 rank, 1 theaters, $2,177 average)|2 theaters|32.8%|27.5%|$153,657|9/18/05|Italy|Lady|8/26/05|$42,240|
|$2,177|(#102 rank, 1 theaters, $2,177 average)|2 theaters|32.8%|November 16, 2006|21 days / 3 weeks|$6,635|1.5%|$422,000|98.5%|$428,635|40.5%|$10,997|4/29/07|Singapore|-|4/19/07|$4,449|
$6,635|1.5%|$422,000|98.5%|$428,635||$2,177|(#102 rank, 1 theaters, $2,177 average)|2 theaters|32.8%|November 16, 2006|21 days / 3 weeks|55.3%|$262,108|6/19/05|Spain|W.Soge|6/10/05|$144,850|
June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|32.5%|$111,399|12/1/13|Australia|PPI|11/21/13|$36,236|
|$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445|19.1%|$15,942|5/25/14|Austria|Filmladen|4/25/14|$3,041|
$4,946,445|100.0%|n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|13.3%|$6,216|4/20/14|Belgium|ABC|3/19/14|$828|
(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445||$54,596|61.5%|$10,792|12/25/16|Colombia|BF|4/25/14|$6,640|
n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|100%|$36,265|12/8/13|France|-|12/4/13|$36,265|
1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|40.5%|$45,236|5/4/14|Germany|-|4/24/14|$18,319|
$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|34.1%|$21,819|9/7/14|Hong Kong|EDKO|8/7/14|$7,432|
371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|55.9%|$7,355|11/16/14|Mexico|-|11/6/14|$4,113|
$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445||8%|$262,011|3/9/14|New Zealand|Madman|11/28/13|$20,858|
100.0%|n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100%|$11,226|6/22/14|Poland|-|6/20/14|$11,226|
147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|30.8%|$46,499|7/6/14|Spain|-|5/21/14|$14,331|
0.0%|$4,946,445||$54,596|(#36 rank, 3 theaters, $18,199 average)|147 theaters|1.1%|June 19, 2014|371 days / 53 weeks|$4,946,445|100.0%|n/a|32.5%|$318,163|5/18/14|United Kingdom|-|3/28/14|$103,412|
February 8, 2015|24 days / 3.4 weeks|$234,573|100.0%|n/a|0.0%|$234,573||$92,827|(#43 rank, 13 theaters, $7,141 average)|13 theaters|39.6%|34%|$59,010,000|2/8/15|China|China Film|1/8/15|$20,050,000|
|$92,827|(#43 rank, 13 theaters, $7,141 average)|13 theaters|39.6%|February 8, 2015|24 days / 3.4 weeks|$234,573|100.0%|n/a|0.0%|$234,573|36.4%|$140,409|2/15/15|Hong Kong|Deltamac|1/22/15|$51,063|
$234,573|100.0%|n/a|0.0%|$234,573||$92,827|(#43 rank, 13 theaters, $7,141 average)|13 theaters|39.6%|February 8, 2015|24 days / 3.4 weeks|52.8%|$11,329|11/29/15|New Zealand|CL|1/15/15|$5,983|
January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|20.7%|$333,801|12/21/14|Australia|Madman|8/21/14|$69,176|
|$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558|23%|$14,013|3/8/15|Austria|Stadtkino|2/6/15|$3,219|
$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|100%|$137|11/2/14|Belgium|-|10/29/14|$137|
(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|39.1%|$5,217|12/7/14|Croatia|-|10/23/14|$2,039|
$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|100%|$4,094|10/12/14|Czech Republic|-|10/9/14|$4,094|
10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|81.3%|$49,770|10/5/14|Denmark|Camera|10/2/14|$40,451|
$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|39.4%|$29,487|10/12/14|Finland|Mondo|10/3/14|$11,631|
121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|39.1%|$152,158|10/26/14|Germany|-|10/16/14|$59,534|
$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||10.5%|$72,488|9/21/14|New Zealand|Madman|8/21/14|$7,579|
13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|-|$23,719|12/14/14|Norway|-|11/14/14|-|
28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|51.9%|$16,157|11/2/14|Poland|Gutek|10/31/14|$8,382|
86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|26.5%|$18,690|11/30/14|Portugal|Medeia|11/20/14|$4,956|
January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|100%|$8,227|11/9/14|Spain|Avalon|11/7/14|$8,227|
|$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|$279,558|13.3%|$1,826,000|86.7%|$2,105,558|74.6%|$5,289|9/21/14|Turkey|-|9/19/14|$3,944|
$279,558|13.3%|$1,826,000|86.7%|$2,105,558||$27,879|(#57 rank, 1 theaters, $27,879 average)|28 theaters|10.0%|January 15, 2015|121 days / 17.3 weeks|68.4%|$849,051|10/12/14|United Kingdom|-|9/19/14|$580,613|
United Kingdom|$568,997|10/18/15|
$3,194,649|5.3%|$60,149,641||$239,621|Warner Bros.|October 5, 2001|Unknown|2 hrs. 28 min.|$56,954,992|94.7%|G|N/A|40.3%|$49,782|3/18/01|Australia|-|3/8/01|$20,079|
$239,621|Warner Bros.|October 5, 2001|Unknown|2 hrs. 28 min.|$56,954,992|94.7%|G|N/A|$3,194,649|5.3%|$60,149,641||57.1%|$165,590|3/4/01|Germany|-|2/22/01|$94,586|
2 hrs. 28 min.|$56,954,992|94.7%|G|N/A|$3,194,649|5.3%|$60,149,641||$239,621|Warner Bros.|October 5, 2001|Unknown|-|$2,978,768|5/16/10|Hong Kong|Newport|3/11/10|-|
Action Drama|2 hrs. 38 min.|PG-13|(#1 rank, 3,404 theaters, $19,165 average)|39.3%|3,444 theaters|February 25, 2010|101 days / 14.4 weeks|$166,112,167|Sony / Columbia|November 13, 2009|$200 million|$166,112,167|21.6%|$603,567,306|78.4%|$769,679,473||$65,237,614|29.3%|$4,040,524|3/14/10|Argentina|Sony|12/3/09|$1,184,499|
